federation_code,first_name,last_name,no,nationality,gender
USA,"Lee ""Lethal""",Legrande,100699,,0
HUN,Nandor,Forgo,100700,,0
HUN,Krisztian,Schildkraut,100701,,0
HUN,Peter,Meszaros,100702,,0
HUN,Zoltan,Karmos,100703,,0
HUN,Imre,Szucs,100704,,0
HUN,Miklos,Vejtey,100705,,0
HUN,Janos,Gubik,100706,,0
HUN,Zoltan,Sarik,100707,,0
HUN,Eva,Sztanko,100708,,1
HUN,Eniko,Valicsne Bota,100709,,1
HUN,Virag,Porubekne Nyari,100710,,1
HUN,Peter Palne,Varga Fesus,100711,,1
ENG,"Monique Elizabeth ""Mo""",Oliver,100712,,1
USA,Holly,McPeak,100715,,1
USA,D.Jason,Mausser,100716,,0
FRA,Steven,Rottman,100717,,0
NZL,Craig John,Seuseu,100718,,0
NZL,"Owen ""Big O""",Ranfurly,100719,,0
AUT,Gernot,Leitner,100720,,0
AUT,Dieter Didi,Svoboda,100721,,0
CAN,Jody Allan,Holden,100722,,0
CAN,David,Holmes,100723,,0
CAN,Kristine,Drakich,100724,,1
CAN,Margo,Malowney,100725,,1
ITA,Giorgio,Pallotta,100726,,0
KOR,Eun-Young,Choi,100727,,1
KOR,So-Young,Choi,100728,,1
KOR,Kyung-Hee,Ji,100729,,1
KOR,Sung-Min,Kim,100730,,1
KOR,Dong-Kwan,Kim,100731,,0
KOR,Sung-Hyun,Kim,100732,,0
KOR,Nak-Gil,Ma,100733,,0
KOR,Nam-Won,Su,100734,,0
MEX,Maria Luz,Garcia,100735,,1
MEX,Salvador,Bernal,100736,,0
FRA,François,Bouyra,100737,,0
MEX,Humberto Lauro,Torres Gonzalez,100738,,0
NOR,Kjell Arne,Goranson,100739,,0
NOR,Jon,Grydeland,100740,,0
USA,Anthony or Tony,Cothron,100741,,0
USA,Charles or Chuck,Coulter,100742,,0
USA,Michael,Diehl,100743,,0
USA,Marie,Andersson,100748,,1
USA,Tiffany,Anderson,100749,,1
USA,Lucy,Han,100750,,1
USA,"Graciela ""Gracie""",Santana Baeni,100751,,1
USA,Erin,Galli-Deiters,100752,,1
PUR,"Joseph A. ""Pelito""",Gil Rivera,100753,,0
PUR,David M.,Quinonez Correa,100754,,0
PUR,Elaine,Lopez Torres,100755,,1
PUR,Damaris,Flores,100756,,1
PUR,"Eva Marie ""Moncha""",Cruz Dalmau,100757,,1
PUR,Xiomara,Molero Jimenez,100758,,1
PUR,"Stella ""Maris""",Rivera Varada,100759,,1
PUR,Sheila,Conley Diaz,100760,,1
SUI,"Myriam ""Mimi""",Buffat,100761,,1
ENG,Mark,Banasiewicz,100763,,0
BEL,"Koen ""Five""",Baeyens,100764,,0
BEL,Jacques,Kempenaers,100765,,0
ENG,Richard,Dobell,100766,,0
ENG,Matthew,Jones,100767,,0
ARG,Hernan Gonzalo,Rojas,100768,,0
ARG,José Luis,Salema Abrantes,100769,,0
ARG,Pablo,Del Coto,100770,,0
CAN,Julian,Romanetti,100771,,0
USA,Dan,Hanan,100772,,0
FRA,Jean-Christian,Gras,100773,,0
PUR,Robert or Bob,Ramos Casanova,100774,,0
AUS,Stuart Jemo,Jemesen,100775,,0
AUS,"Peter ""Chico""",Jones,100776,,0
AUT,"Nikolas ""Niki""",Berger,100777,,0
FRA,Jean,De Lecluse,100778,,0
AUT,"Paul ""Pauli""",Schroffenegger,100779,,0
BRA,Marcelo,Camargo dos Santos,100780,,0
BRA,Marcelo,Candido de Moraes Machado,100781,,0
CZE,Milan,Dzavoronok,100782,,0
CZE,Vaclav,Fikar,100783,,0
DEN,Jes,Barkler,100784,,0
ENG,"Tim ""Ritchie""",Hollis,100785,,0
ITA,"Roberto ""Mascia""",Masciarelli,100786,,0
EST,Kaarel,Kais,100787,,0
EST,Kristjan,Kais,100788,,0
FRA,Richard or Richie,Beauvais,100789,,0
FRA,Laurent,Benhayoun,100790,,0
FRA,"Stephane ""Mac Can""",Canet,100791,,0
FRA,Guilherm,Deulofeu,100792,,0
AUT,"Robert ""Nowo""",Nowotny,100793,,0
FRA,Ivan,Douenel,100794,,0
FRA,Benjamin,Fanjeaud,100795,,0
FRA,Mathieu,Hamel,100796,,0
FRA,"Nikolas ""Kop""",Koeppen,100797,,0
FRA,Philippe,Maz,100798,,0
FRA,Eric,Meucci,100799,,0
FRA,"Christophe ""Mimile""",Patte,100800,,0
FRA,Vincent,Poiroux,100801,,0
FRA,Jèrome,Sinet,100802,,0
FRA,Gilles,Sonou,100803,,0
GER,Ralph,Bergmann,100804,,0
GER,Martin,Berkenkamp,100805,,0
GER,Pierre-André,Froehlich,100806,,0
GER,Elmar,Harbrecht,100807,,0
GER,"Malte ""Supergrobi""",Homeyer,100808,,0
GER,"Matthias ""Matza""",Kuring,100809,,0
GER,Soeren,Resch,100810,,0
GER,"Thorsten ""Schulle""",Schulz,100811,,0
GER,Thilo,Von Hagen,100812,,0
GER,"Matthias ""Matthi""",Walter,100813,,0
GER,Holger,Werner,100814,,0
GER,Falk,Zimmermann,100815,,0
JPN,Akihiro,Ozawa,100816,,0
JPN,Yoshihiro,Atsumi,100817,,0
JPN,Shunsuke or Shun,Hori,100818,,0
JPN,Takeshi,Nakamura,100819,,0
JPN,"Hiromitsu ""Nemochi""",Nemoto,100820,,0
JPN,Yoshimichi,Makabe Saito,100821,,0
JPN,Hirokazu or Hiro,Takanashi,100822,,0
JPN,Tomohisa,Yamamoto,100823,,0
KOR,Hee-Kyung,Gae,100824,,0
KOR,Chang-Young,Ji,100825,,0
LAT,Janis,Grinbergs,100826,,0
PUR,"Victor ""Cobra""",Aponte,100827,,0
PUR,"Ramon A. ""Moncho""",Hernandez Cruz,100828,,0
PUR,"Enrique ""Papolito""",Lopez,100829,,0
PUR,Joel Patria,Perez Correa,100830,,0
ROU,Adrian,Caragea,100831,,0
ROU,Dan,Dragusin,100832,,0
ROU,Tudorel,Enache,100833,,0
ROU,Dumitru,Ionescu,100834,,0
RSA,Gershon,Rorich,100835,,0
RSA,"Adrian ""Gosh""",Strijdom,100836,,0
RUS,Gennady,Cheremisov,100837,,0
SVK,Marian,Migra,100838,,0
SVK,"Vladimir ""Korzo""",Prochazka,100839,,0
SWE,Bjorn,Berg,100840,,0
SWE,Per or Perpa,Hornfeldt,100841,,0
SWE,Emil,Norberg,100842,,0
SWE,"Bo ""Bosse""",Strand,100843,,0
NOR,Vegard,Hoidalen,100844,,0
NOR,Jarle,Huseby,100845,,0
BEL,"Martin ""Marcel""",Van der Sichel,100847,,0
BRA,Nilo Guliberto,Martins Chavarry,100848,,0
DEN,Peter,Lyo,100849,,0
ITA,Piero,Antonini,100850,,0
LAT,Normunds,Linkevicz,100851,,0
MEX,"Alfonso ""Kiss""",Jackson Avina,100852,,0
POR,Paulo Carlos,Afonso Fernandes,100854,,0
POR,"Luiz Eduardo ""Duda""",Lustosa Gomes,100855,,0
POR,Mario Luiz,Rodrigues Schmidt Nogueira,100856,,0
PUR,"Hector ""Tito""",Nunez,100857,,0
RUS,Dmitri,Kouvitchka,100858,,0
SUI,Christian,Bigler,100859,,0
POR,Rui Alexandre,Sousa Caldas,100860,,0
POR,Rogerio,Dias de Assis Lopes,100861,,0
POR,Luis Miguel Xisto,Bonfim Freire,100862,,0
POR,"Armando ""Nelo""",Ferreira Goncalves,100863,,0
POR,Miguel Antonio,Moreira Soares,100864,,0
POR,Alexandre,Silva Afonso,100865,,0
POR,Alexandre José,Stein Vilard,100866,,0
POR,"Rui Manuel ""Tato""",Santos Fernandes,100867,,0
USA,Steve,Blue,100868,,0
USA,Canyon,Ceman,100869,,0
USA,Brent,Doble,100872,,0
USA,Brent,Frohoff  SUSPENDED,100873,,0
USA,"Kevin ""K-Mart""",Martin  SUSPENDED,100875,,0
USA,Jim,Nichols,100877,,0
USA,Jeff,Rodgers,100878,,0
USA,Michael or Mike,Schlegel,100880,,0
USA,Matt,Unger  SUSPENDED,100881,,0
USA,Kevin,Wong,100882,,0
BEL,Dirk,De Boiserie,100883,,0
BEL,"Kristof ""Michel Albert""",Waelkens,100884,,0
RUS,Maxim,Pospelov,100885,,0
SUI,Jan,Wetzel,100886,,0
BEL,Paul or Polle,Van der Hallen,100887,,0
BEL,Geert,Van der Straeten,100888,,0
BEL,Kurt,Verleene,100889,,0
BRA,"Luis Antonio ""Lula""",Barbosa da Silva,100890,,0
BRA,Francismar Adriano,Dias Garrido,100891,,0
DEN,Jakob,Martens,100892,,0
EST,Ivo,Jarvala,100893,,0
EST,Laos,Lukas,100894,,0
FRA,Jacques,Favre,100895,,0
FRA,Laurent,Gendron,100896,,0
ITA,"Andrea ""Berna""",Bernabè,100897,,0
ITA,Emanuele or Lele,Fracascia,100898,,0
ITA,Fabio,Galli,100899,,0
ITA,"Riccardo ""Riccardino""",Lione,100900,,0
ITA,"Marco ""Piri""",Malavolta,100901,,0
ITA,"Marco ""Mattè""",Pallottelli,100902,,0
ITA,"Andrea ""Raffa""",Raffaelli,100903,,0
ITA,Massimo,Ridi,100904,,0
NED,Michiel Willem Iman,Van der Kuip,100905,,0
POL,Janusz,Bulkowski,100906,,0
POL,Jaroslaw,Piotrowski,100907,,0
POL,Zbigniew,Zukowski,100908,,0
POR,Nuno,Brites,100909,,0
POR,José,Campos,100910,,0
POR,Filipe,Cruz,100911,,0
POR,Pedro,Delgado,100912,,0
POR,João Carlos,Pinto da Silva,100913,,0
POR,Nuno André,Pinto da Silva,100914,,0
POR,Oscar,Santos,100915,,0
POR,"Manuel ""Manè""",Sousa,100916,,0
PUR,Rafael,Del Valle Madamo,100917,,0
SUI,Patrick,Egger,100918,,0
SWE,David,Andersson,100919,,0
SWE,Bengt or Bengan,Gustafson,100920,,0
SWE,"Per ""Pelle""",Magnusson,100921,,0
SWE,Per-Anders,Saaf,100922,,0
SWE,Kristian,Wrethander,100923,,0
AUS,Diane,Barnden,100924,,1
AUS,"Cristy ""Crusty""",Mace,100925,,1
BRA,Shelda Kelly,Bruno Bede,100926,,1
BRA,"Edilma ""Cubana""",Conceicao Costa,100927,,1
BRA,"Luciana ""Lu""",Fernandes Sertic,100928,,1
BRA,Adriana,Bento Buczmiejuk,100929,,1
BRA,Vanessa,Valansi,100930,,1
CAN,Barb,Broen Ouellette,100931,,1
CAN,Guylaine,Dumont,100932,,1
CAN,Jennifer,Harkness,100933,,1
CAN,Janette,Solecki,100934,,1
CAN,Jolan,Storch,100935,,1
DEN,Camilla,Funck,100936,,1
DEN,Pernille,Joergensen,100937,,1
ENG,Vanessa,Malone,100938,,1
ENG,Denise Catherine,Tuohey,100939,,1
EST,Kadri,Kruus,100940,,1
EST,Ela,Lillemaa,100941,,1
EST,Katlin,Oja,100942,,1
EST,Tina,Talv,100943,,1
FRA,Brigitte,Lesage,100944,,1
FRA,Anabelle,Prawerman,100945,,1
HUN,Zsuzsanna,Selmeczi - Brecher,100946,,1
HUN,Nathalie,Dambendzet,100947,,1
JPN,"Eri ""Take""",Kinugasa,100948,,1
MEX,Ruth Mariza,Aceves Suro,100949,,1
MEX,Blanca Nelia,Trevino Flores,100950,,1
MEX,Teresa,Galindo Mata,100951,,1
MEX,"Laura Leticia ""Cachito""",Miranda Durán,100952,,1
MEX,Sugey,Ochoa Aguilar,100953,,1
MEX,Norma Teresa 'Teresita',Villareal Saenz,100954,,1
POR,Maria José,Almeida Schuller,100955,,1
POR,Solange,Rodrigues,100956,,1
POR,"Luisa ""Rijo""",Calheiros,100957,,1
POR,Rita,Fernandes,100958,,1
POR,Carla Alexandra,Freitas Leite,100959,,1
POR,Adriana,Costa,100960,,1
POR,"Patricia ""Piri""",Lavajo,100961,,1
POR,"Elisabeta ""Beta""",Lourenco,100962,,1
POR,Sonia,Mendes,100963,,1
POR,"Ana Cristina ""Sarmento""",Pereira Vieira Carmo,100964,,1
POR,Cristina  Arminda,Rodrigues,100965,,1
POR,Carla,Silva,100966,,1
POR,Claudia,Valadas,100967,,1
RSA,"Christina Marion ""Chrisna""",Ashforth,100968,,1
RSA,"Simone ""Mon""",Burgesmeier,100969,,1
RSA,Karen Leigh,Francois,100970,,1
RUS,Evguenia,Artamonova,100971,,1
RUS,Elena,Batoukhtina,100972,,1
RUS,Tatiana,Menchova,100973,,1
SWE,Anna,Vorwerk,100975,,1
USA,Kristi,Atkinson,100976,,1
USA,"Linda ""Chisy""",Chisholm Carillo,100977,,1
USA,Stephanie or Stephie,Cox,100979,,1
USA,"Katy ""Kate""",Eldridge,100980,,1
USA,Lisa,Gathright,100981,,1
USA,"Jenny ""Evans""",Griffith,100982,,1
USA,"Patricia ""Pat""",Keller - Killiany,100983,,1
USA,Rhonda,Kottke,100986,,1
USA,Desirée or Dez,Leipham,100987,,1
USA,Kathleen or Kathy,Luciano,100988,,1
USA,Marsha,Miller,100989,,1
USA,Stephanie or Steph,Nelson,100990,,1
USA,Feliza or Lisa,Westlake,100992,,1
POR,Ines,Balaco,100993,,1
POR,Susana,Marques,100994,,1
POR,Maria João,Monteiro,100995,,1
BRA,"José Eduardo ""Duda""",Macedo Pinto de Abreu,100996,,0
BRA,Ricardo Alex,Costa Santos,100997,,0
AUS,Jaime,Arnell,100998,,1
AUS,Lisa,Brown,100999,,1
AUS,Susan,Carroll,101000,,1
AUS,"Julia ""J""",Davey,101001,,1
AUS,Janet,Schloss,101003,,1
AUS,"Selina ""Secil""",Scoble,101004,,1
AUS,"Alison ""Chappie""",Scorghie,101005,,1
AUS,Ann,Simos,101006,,1
AUS,"Debbie ""Marrs Bar""",Marr Turner,101007,,1
AUS,Adrienne,Marie,101008,,1
AUS,Beth,Williams,101009,,1
RSA,"Michelle ""Mitch""",Perkins,101010,,1
INA,"Agustina  ""Agustin""",Sineri,101011,,1
INA,"Siti Sri  ""Afah""",Khunafah,101012,,1
INA,"Siti ""Nung""",Nurjanah,101013,,1
INA,"Yohana Elisabeth ""Libeth""",Marawali,101014,,1
INA,"Trisiwi ""Sulis""",Susilowati,101015,,1
PER,Janet,Vasconzuelos,101016,,1
ITA,Fabio,Vullo,101017,,0
ALB,Adrian,Sheldia,101018,,0
SRB,Ljubisa,Ristic,101019,,0
NED,Bas,Van Rossem,101020,,0
GUA,Hugo,Garcia,101022,,0
GUA,Rene,Vielman,101023,,0
FRA,Denis,Briandet,101024,,0
PUR,Obin,Mendez,101025,,0
FRA,Eric,Guissart,101026,,0
FRA,...,Grandvuillemin,101027,,0
GRE,Michalis,Triantafillidis,101029,,0
ARG,Maximiliano,Costa,101031,,0
FRA,...,Merabet,101032,,0
FRA,Jean Marc,Jurkovitz,101033,,0
GRE,Stylianos,Kazazis,101034,,0
CHI,Paul,Heilig,101036,,0
MEX,...,Astorga,101038,,0
ITA,Alessandro,Bacci,101039,,0
BRA,"Antonio Carlos ""Badà""",Gueiros Ribeiro,101040,,0
ITA,"Fabrizio ""Basti""",Bastianelli,101041,,0
BRA,"Alexendre ""Baxinho""",Maestrini,101042,,0
BRA,Bernard,Rajzman,101043,,0
BRA,"Bernardo ""Bernardinho""",Rocha de Rezende,101044,,0
ITA,Mario,Bertolini,101045,,0
ARG,Ariel,Bettiol,101046,,0
FRA,Philippe,Blain,101047,,0
FRA,Jullien,Blanc,101048,,0
GER,Haucke,Braack,101049,,0
ITA,"Mauro ""Mauretto""",Budani,101050,,0
CUB,Daniel,Cardenas,101051,,0
ESP,Juan Carlos,Carro,101052,,0
ITA,Enrico,Corsetti,101053,,0
ESP,Javier,Crespo,101054,,0
ARG,Juan Carlos,Cuminetti,101055,,0
BRA,Renan,Dal Zotto,101056,,0
ITA,Dario,De Marco,101057,,0
ARG,Fabio Ricardo,Diez,101058,,0
ITA,Alejandro,Diz,101059,,0
FRA,Alain,Fabiani,101060,,0
ITA,...,Giacomelli,101061,,0
HUN,Jozsef,Gonczi,101062,,0
CHI,...,Grimalt,101063,,0
MEX,Juan Carlos,Guevara,101064,,0
USA,Todd,Harrison,101065,,0
CAN,James,Helmer,101066,,0
ARG,"Leonardo ""Chiqui""",Wiernes,101067,,0
JPN,Akihiro,Iwashima,101068,,0
MEX,Ruperto,Jimenez,101069,,0
LTU,...,Jones,101070,,0
CAN,Stephen,Joseph,101071,,0
SVK,Igor,Komandina,101072,,0
HUN,Zoltan,Konyari,101073,,0
AUT,Boris,Kostresevic,101074,,0
ESP,Siulio,Galan Jimenez,101077,,0
GER,Frank,Mackerodt,101079,,0
USA,Todd,Arisson,101080,,0
FRA,Cristophe,Patry,101081,,0
FRA,...,Meynard,101082,,0
ITA,Stefano,Marotta,101083,,0
FRA,Marion,Marquet,101084,,1
ITA,Fabio,Pulita,101085,,0
ITA,Maurizio,Giannini,101086,,0
BRA,"Edmundo ""Edinho""",de Mattos Goncalves Ar,101087,,0
ITA,Marco,Maurelli,101088,,0
JPN,Eizaburo,Mitsuhashi,101089,,0
MEX,...,Niebla,101091,,0
MEX,...,Ortega,101093,,0
ITA,Lamberto,Paris,101094,,0
CHI,Patricio,Patricio,101095,,0
BRA,"Paulo Roberto ""Paulinho""",Veiga,101096,,0
ITA,"Carlo ""Pezza""",Pezzullo,101097,,0
GER,Humbertus,Platt,101098,,0
ARG,Raul,Quiroga,101099,,0
ITA,Stefano,Recine,101101,,0
BRA,"Renato ""Renatinho""",Villarinho,101102,,0
USA,Thomas or Tom,Ribarich,101103,,0
RUS,Yuri,Sapega,101104,,0
GER,Paul,Schmeing,101105,,0
BRA,"Sergio ""Serginho""",Morais de Araujo,101106,,0
BRA,Eduardo,Muniz Barreto Tinoco,101109,,0
SRB,Lubo,Travica,101110,,0
SRB,Andrej,Urnault,101111,,0
ESP,Benjamin,Vicedo Mayor,101113,,0
ENG,...,Vince,101114,,0
BRA,Marcus Vinicius,Simoes de Freire,101115,,0
ARG,Carlos,Wagenpfeil,101116,,0
BRA,Andrè,Zaccaron,101118,,0
CHN,Lu,Cheng,101120,,0
KOR,Man-Soo,Kang,101122,,0
KOR,Park,Hyung-Yong,101123,,0
ESP,"Hector ""Hector""",Lopez Izquierdo,101126,,0
ESP,Joan Josep,Munar Siquier,101127,,0
ESP,Antoni,Pericas,101137,,0
ARG,"Juan ""Juanchi""",Forthuny,101142,,0
ARG,...,Ojeda,101143,,0
ARG,"Marcelo  Eduardo ""Makeco""",Roberts,101144,,0
BRA,Cid,Cid,101145,,0
BRA,Paulo,Maranhao,101146,,0
BRA,"José ""Pelè""",Francisco Filho,101147,,0
MEX,...,Quintero,101148,,0
BRA,Paulo,Roese,101149,,0
USA,Pat,Powers,101150,,0
ARG,Pablo,Churin,101151,,0
ARG,...,Ojeda,101152,,0
ARG,Diego,Parodi,101153,,0
BRA,Miguel,Miguel,101154,,0
BRA,"Ricardo ""Caveirinha""","Ricardo ""Caveirinha""",101155,,0
BRA,Fernando,Maranhao,101156,,0
BRA,William,Carvalho da Silva,101157,,0
MEX,...,Da Silva,101158,,0
BRA,Josè,Montanaro Filho,101159,,0
ITA,Massimo,Penteriani,101160,,0
JPN,...,Tatsukawa,101161,,0
JPN,Shinichi,Koizumi,101162,,0
BRA,"Carlos ""Carlinhos""",de Assis,101165,,0
BRA,Mario,Xandò,101166,,0
BRA,"Raimundo Antonio ""Jaba""",Lima Filho,101167,,0
ITA,Marco,De Zolt,101168,,0
BRA,Fernando,Fernando,101169,,0
BRA,Flavio,Flavio,101170,,0
MEX,...,Herrera,101171,,0
JPN,Hiromichi,Kageyama,101172,,0
ESP,Marco,Azpiazu,101174,,0
CUB,"Jorge Luis ""Bife""",Sanchez Cordero,101175,,0
BRA,Marco Antonio,Pina Barbosa,101176,,0
CUB,Miguel A.,Martinez,101181,,0
CUB,Roberto,Sotolongo,101182,,0
CZE,Frantisek,Barton,101183,,0
CZE,"Ondrej ""Koci""",Koudelka,101184,,0
ESP,"Antonio ""Tony""",Gil,101185,,0
ESP,"José ""Pépé""",Lago,101186,,0
ESP,Miguel,Ocon,101187,,0
ESP,"Antonio ""Tomy""",Lopez Izquierdo,101189,,0
INA,Anjas,Asmara,101191,,0
INA,Agung Bayu,Krisnanto,101192,,0
INA,Gunarto,Gunarto,101193,,0
INA,Agus,Salim,101195,,0
INA,"Irilkhum ""Iril""",Sofana,101196,,0
INA,Supri,Yono,101197,,0
INA,Zainal,Zainal,101198,,0
GER,Roman,Schwarz,101203,,0
BRA,Paulo Emilio,Silva Azevedo,101204,,0
BRA,Cristina,Wallerstein Mignone,101208,,1
MEX,Patricia,Patricia,101209,,1
PER,Margarita,Delgado,101210,,1
PUR,Amarilis,Flores Ruiz,101211,,1
PUR,Sandra,Galvez,101212,,1
PUR,Monica,Gutierrez,101213,,1
PUR,Laura,Papaleo,101214,,1
PUR,Michelle,Morales,101215,,1
PUR,Damaris,Nieves,101216,,1
PUR,Vanessa,Papaleo,101217,,1
RUS,Natalya,Belousova,101218,,1
RUS,Mariya,Kopylova,101219,,1
USA,Kristine,Bailey,101220,,1
ENG,...,Garry,101223,,0
BRA,Luis,Amerigo,101224,,0
RUS,...,Margus,101226,,0
RUS,Valts,Mihelsons,101227,,0
SVK,Igor,Stubely,101228,,0
RUS,...,Tikas,101229,,0
RUS,Ivan,Zagorsky,101231,,0
CHN,Meng,Qi,101232,,0
RUS,Igor,Abdrakhmanov,101233,,0
RUS,Alexandr,Ovsiannikov,101234,,0
ESP,...,Roig,101237,,0
ITA,...,Padoan,101238,,0
INA,Agung,Mariambang,101240,,0
INA,Iwan,Sumoyo,101241,,0
ESP,Antonio,Ubaneja,101242,,0
ESP,Miguel Angel,Figueroa,101243,,0
VEN,"Rojas ""Luis""",Nacero,101244,,0
ESP,...,Rivas,101245,,0
ESP,Enrique,Alvarez,101246,,0
ESP,...,Gonzalez,101247,,0
ESP,...,Padron,101248,,0
ESP,...,Orellana,101250,,0
ESP,José,Portero,101251,,0
ESP,Ruben,Barba,101252,,0
GER,Ralf,Jeder,101255,,0
AUT,Karl,Ottman,101256,,0
ITA,Andrea,Fusco,101257,,0
ITA,Leonzio,Menon,101258,,0
POR,...,Villard,101259,,0
ITA,Alessandro,Lorenzoni,101260,,0
PUR,"Angel ""Cholo""",Peña,101261,,0
FRA,Laurent,Tillie,101263,,0
ESP,...,Marcelo,101265,,0
USA,Bev,Lidyoff,101267,,1
BRA,"Monica Cristina ""Monikinha""",Cruz,101268,,1
BRA,Ivanise,Santos De Jesus Dos,101269,,1
BRA,Rejane Maria da Graca,Secches Cannes,101270,,1
BRA,Siomara Marcia,de Souza,101271,,1
PUR,Mei Ling,Izquierdo,101274,,1
PUR,Annivette or Annie,Rodriguez,101275,,1
PUR,Idamys,Soto,101276,,1
PUR,Nelida or Nelly,Torres,101277,,1
CAN,Conrad,Leinemann,101280,,0
CHN,Hong Yu,Gu,101281,,0
CHN,Yong,Lu,101282,,0
CHN,Yu,Gu,101283,,0
CHN,Zhi Hong,Miao,101284,,0
CZE,"Vojtech ""Koudy""",Koudelka,101285,,0
ISV,Zachary or Zack,Caiger Graves,101286,,0
JAM,"Collin ""Woody""",Henry,101287,,0
JAM,"Ortnel ""Shut""",Findlay,101288,,0
JAM,"Lewis ""Rooster""",Dervon,101289,,0
JAM,"Damian ""Spieggle-D""",Martin,101290,,0
JAM,"Ricardo ""Sterio""",Wray,101291,,0
PUR,Leonardo or Leo,Jimenez Soto,101292,,0
PUR,Jorge L.,Perez,101293,,0
USA,Duncan,Blackman,101294,,0
ANG,Nelson,Pereira,101297,,0
ANG,"Luis ""Pascoalito""",Manuel,101298,,0
ANG,Custodio,Ramalho,101299,,0
ANG,Emanuel,Fernandes,101300,,0
ANG,Mario,Makili,101301,,0
NAM,"Deon Heinrich ""Stokes""",Cloete,101303,,0
RSA,"Bevin ""B.Boy""",Zealand,101304,,0
NZL,Michael,Akkerman,101306,,0
NZL,"Mark ""MC""",Christensen,101307,,0
NZL,Hayden,Jones,101308,,0
NZL,"Michael Craig ""Wal""",Waller,101309,,0
PHI,"Eulogio ""Choy""",Buanid,101310,,0
PHI,"Antonio Jr. ""Tony""",Ladimo,101311,,0
PHI,"Elvis ""Bok""",Pabilonia,101312,,0
PHI,"Jaime Jr. A. ""Jimmy""",Ruiz,101313,,0
RSA,"Marvin ""The Sky Pilot""",Farr,101314,,0
RSA,Casey,Augoustides,101315,,0
RSA,Marcus,Brauer,101316,,0
RSA,Mark,Albertyn,101317,,0
RSA,David,Weyers,101318,,0
RSA,Justin,Powers,101319,,0
RSA,Dominic Shane,Goliath,101320,,0
RSA,"Thomas ""Tom""",Henke,101321,,0
RSA,Pierre,Haupt,101322,,0
RSA,Graeme,Mentor,101323,,0
RSA,"Seraj ""Sammy""",Toefy,101324,,0
RSA,Ulric,Hargreaves,101325,,0
RSA,Nathan,Davenhill,101326,,0
RSA,"Joel ""Leb""",Peter,101327,,0
RSA,"Thomas ""A.B.T.""",Abt,101328,,0
RSA,"Hugh ""Hugh Boy""",Alexander,101329,,0
RSA,"Quinton Mpno ""Swat""",Mpepele,101330,,0
RSA,Grant,Viljoen,101331,,0
RSA,Steven,Kruger,101332,,0
CAN,Jason,Kruger,101333,,0
RSA,Dan,Farr,101334,,0
RSA,Gary,Fortuin,101335,,0
RSA,Rashid,Toefy,101336,,0
JPN,Shunichi,Kawai,101337,,0
BRA,"Luciana ""Muralha""",Lemos Silva,101338,,1
GER,Sabine,Nasarow,101339,,1
CZE,Jan,Bijecek,101340,,0
CZE,"Lubomir ""Lubosch""",Kuchta,101341,,0
FRA,Nicolas,Fouquet,101342,,0
FRA,Jean-Marc,Ollivier,101343,,0
POL,Andrzej,Kowal,101344,,0
ARG,"Mariano ""Mono""",Baracetti,101345,,0
CUB,Ihosvany,Chambers Hernandez,101346,,0
RUS,Sergey,Sayfulin,101347,,0
RUS,Vladimir,Kostioukov,101348,,0
RUS,Igor,Kachkakha,101349,,0
LAT,Viktor,Artamonov,101350,,0
ESP,Jordi,Llop,101352,,0
ESP,Francisco,Agapito,101353,,0
ESP,Francisco Luis,Luque Suarez,101354,,0
ESP,Angel Luis,Rodriguez Vera,101355,,0
ESP,Javier,Pineda  Luna,101356,,0
ITA,Carlo,Viberti,101357,,0
SUI,Bernhard,Vesti,101358,,0
BEL,Peter,Ix,101359,,0
BRA,Norman,Guimaraes Costa,101360,,0
BRA,Jorge Luiz,Queiroz de Freitas,101361,,0
BRA,Gilbert,Guimaraes Monte,101362,,0
BRA,Thomas Klepper,Nascimento Feitosa,101363,,0
FRA,Loic,Neraudau,101364,,0
FRA,Aymeric,Veyre,101365,,0
SUI,Mark,Hubscher,101366,,0
SUI,Martin,Tschudi,101367,,0
TUR,Emrah,Aksoy,101368,,0
TUR,Mustafa Kenan,Bengu,101369,,0
TUR,Erdem,Alpaslan,101370,,0
TUR,Metin,Görgün,101371,,0
TUR,Muhammet,Görken,101372,,0
TUR,Hanikoglu,Hakan,101373,,0
TUR,Hopali,Serdar,101374,,0
TUR,Cengizhan I.,Kartaltepe,101375,,0
TUR,Lale,Aykut,101376,,0
TUR,Ediz,Lik,101377,,0
TUR,Akif Gokhan,Oner,101378,,0
TUR,Ozdemir,Baris,101379,,0
TUR,Ozçamli Ali,Galip,101380,,0
TUR,Ozçelik,Cahit,101381,,0
TUR,Ali,Peçen,101382,,0
TUR,Vefa M.,Simsek,101383,,0
TUR,Erkan,Togan,101384,,0
TUR,Yaman,Senol,101385,,0
AUT,Kurt,Muhlbauer,101386,,0
TUR,Metehan,Kartaltepe,101387,,0
TUR,Gürsel,Yesiltas,101388,,0
ITA,Liano,Petrelli,101389,,0
GRE,"Evangelos ""Vagelis""",Koutouleas,101390,,0
NOR,Gro Solveig,Kateraas,101391,,1
NOR,Marit Kristine,Erlandsen,101392,,1
RSA,Emma,Wyngaard,101393,,1
SUI,"Martina ""Tin""",Licka-Paulz,101394,,1
AUS,Jeremy,Richardson,101395,,0
AUS,Victor,Anfilloff,101396,,0
