name,no
Frankart/Verschueren,826717
Frankart/Verschueren,826718
Lerch/Lerch,826719
Eiholzer/Brunner,826720
"Kovatsch/Kissling, J.",826721
Goricanec/Mäder,826722
van den Outenaar/Hoiskamp,826728
Brzostek/Wojtasik,826729
Brzostek/Wojtasik,826730
"Kissling, J./Kovatsch",826731
Sowala/Urban,826732
Sowala/Urban,826733
Sowala/Urban,826734
Hoidalen/Eithun,826735
Hoidalen/Eithun,826736
Hoidalen/Eithun,826737
Hoidalen/Eithun,826738
Hoidalen/Eithun,826739
Patterson/Keenan,826740
Sekerci/Gögtepe V.,826741
Murat G./Gögtepe H.,826742
Tomatis/Lupo,826743
Semenov/Koshkarev,826744
Garcia-Thompson/Grotowski,826745
Kotsilianos/Zoupanis,826746
Müllner/Horst,826747
Lipe/Franco,826748
Böckermann/Urbatzka,826749
Varenhorst/Stiekema,826750
Miedzybrodzki/Lord,826751
P. Gao/CH. Chen,826752
Abreu/Silva,826753
Thiago/Harley,826754
Brouwer/Meeuwsen,826755
Kadziola/Szalankiewicz,826756
Zauli/Cavaliere,826757
Nicolai/Martino,826758
McHugh/Slack,826759
Jensen/Nestor,826760
Dumek/Tichy,826761
Bogatov/Pastukhov,826762
Geor/Gia,826763
Likholetov/Pastukhov,826764
Likholetov/Koshkarev,826765
Bruno Schmidt/Benjamin,826766
Ingrosso M./Ingrosso P.,826767
Fernando/Bruno,826768
Ramos/Castro,826769
Fañe/Hernandez Colina,826770
Henriquez/Mussa,826771
Erdmann/Matysik,826772
Nummerdor/Schuil,826773
Cès A./Cès K.,826774
"Jonsson, P./Huitfeldt",826775
Dugrip/Salvetti,826776
Reader/Schalk,826777
Leeb/Wutzl,826778
Fijalek/Prudel,826779
Oude Elferink/Paulides,826780
Sidorenko/Dyachenko,826781
Lochhead/Pitman,826782
Gibb/Rosenthal,826783
Boehm/Kapa,826784
Kaczmarek/Walkenhorst,826785
Santos/Ferramenta,826786
"Dollinger, S./Windscheif",826787
Hupfer/Moser H.,826788
Samoilovs/Sorokins,826789
Hellum/Eithun,826790
Xenakis/Billiris,826791
Fuerbringer/Lucena,826792
Gabathuler/Schnider,826793
Binstock/Van Huizen,826794
Fabio Luiz/Maciel,826795
Plavins/Smedins,826796
Caics/Smedins T.,826797
Marco/García,826798
"Huber, A./Seidl, R.",826799
Daianov/Belov,826800
Vesik/Jaani,826801
Xu/Wu,826802
Redmann/Saxton,826803
Zharykau/Dziadkou,826804
Asahi/Aoki,826805
Gooding/Weaver,826806
Gunnarsson/Brinkborg,826807
Ferramenta/Pedro Solberg,826808
Verschueren/Frankart,826809
Jennings/Wong,826810
Herrera/Gavira,826811
Mesa/Lario,826812
Brink/Reckermann,826813
Klemperer/Koreng,826814
Babich/Ioisher,826815
Coucke/van Walle,826816
"Soderberg/Hoyer, A.",826817
Boersma E./Spijkers,826818
Barsuk/Yutvalin,826819
Shiratori/Imai,826820
Lebl/Placek ,826821
Casadei/Ficosecco,826822
Skarlund/Spinnangr,826823
Horrem/Hordvik,826824
Pedrosa/Brizida,826825
Cicola/Tomatis,826826
Heuscher/Bellaguarda,826827
Benes P./Kubala,826828
Marcio Araujo/Ricardo,826829
Doppler/Mellitzer M.,826830
Heyer/Chevallier,826831
Laciga M./Weingart,826832
Maia/Rosas,826833
Emanuel/Alison,826834
Rogers/Dalhausser,826835
Kjemperud/Hoidalen,826836
Prokopiev/Semenov,826837
Prokopiev/Bogatov,826838
Rutledge/Hochevar,826839
Campanari/Fanella,826840
Menon/Scardigno,826841
Wiatr/Przybylak,826842
Vozakova/Syrtseva,826843
Barsuk/Vozakova,826844
Ukolova/Birlova,826845
"Orsi Toth, V./Benazzi",826846
Giombini/Rosso,826847
Cicolari/Menegatti,826848
Giordano/Hamzaoui,826849
Wang/Y.Y. Ma,826850
Y. Huang/Yue,826851
Xue/Zhang Xi,826852
Akers/Branagh,826853
Renata/Lese Lima,826854
Graessli/Goricanec,826855
Wojtasik/Brzostek,826856
Urban/Sowala,826857
Rimser/Errath,826858
Li Yuk Lo/Rigobert,826859
Minusa/Jursone,826860
Taiana Lima/Cunha,826861
Ivy/Rutledge,826862
Hochevar/Fopma,826863
Fendrick/Niles,826864
Kessy/April,826865
May-Treanor/Walsh Jennings,826866
Pridalova N./Nestarcova,826867
Santiago/Acevedo,826868
Oliveira/Tawhid,826869
Maaseide/Ingrid,826870
Wesselink/Meppelink,826871
Keizer/van Iersel,826872
Novakova/Tobiasova,826873
Liliana/Elsa,826874
Bansley/Maloney,826875
Lessard/Martin,826876
Rodrigue/MacTavish,826877
Giaoui/Benhamou,826878
Vodeb/Jakob,826879
Bawden/Palmer,826880
Cook/West,826881
Goller/Ludwig,826882
Brink-Abeler/Hübner-Grün,826883
Borger/Büthe,826884
Banck/Günther,826885
Holtwick/Semmler,826886
Campisi/Hopf,826887
Talita/Maria Antonelli,826888
Larissa/Juliana,826889
Maria Clara/Carol,826890
Angela/Lili,826891
Schwaiger D./Schwaiger St.,826892
"Fabjan/Fabjan, S.",826893
Hansel B./Montagnolli,826894
Kadijk R./Mooren,826895
Candelas/Garcia,826896
Köhler/Sude,826897
Nilsson/Hansson,826898
Kongshavn/Aas,826899
Tanaka/Mizoe,826900
Kolocova/Slukova,826901
Hüttermann/Schumacher,826902
Johns/Boulton,826903
Mullin/Dampney,826904
Urata/Take,826905
Kuhn/Zumkehr,826906
Nyström Em./Nyström Er.,826907
Arvaniti/Tsiartsiani,826908
Van der Hoeven/van der Vlist,826909
Skalnikova/Hajeckova,826910
Gielen/Mouha,826911
Gioria/Momoli,826912
Tcholakova/Todorova,826913
"Makhno, In./Makhno, Ir.",826914
Hinchley/Rohkamper,826915
Saka/Rtvelo,826916
Baburina/Aghakishiyeva,826917
Stiekema/Braakman,826922
Bergheim/Retterholt,826925
Nzayisenga/Mutatsimpundu,826926
Brunner/Eiholzer,826927
Dittelbach/Drößler,826928
Bieneck/Großner,826929
Bieneck/Großner,826930
Bieneck/Großner,826932
Marco/García,826933
Marco/García,826934
Eritsland/Treland,826935
Kunert/Koraimann T.,826936
Kunert/Koraimann T.,826938
Kunert/Koraimann T.,826940
Kunert/Koraimann T.,826941
Kunert/Koraimann T.,826942
Kunert/Koraimann T.,826943
Brunner/Mäder,826952
MacTavish/Rodrigue,826955
Kronstad/Solhaug,826958
Cook/Hinchley,827165
Wojtasik/Brzostek,827226
Pryma/Safonov,827415
Karapischenko/Ushkova,827507
Michalovicova/Cizmarova,827548
Michalovicova/Cizmarova,827549
Semenov/Koshkarev,828588
Prokopiev/Bogatov,828627
Pastukhov/Likholetov,828628
Pastukhov/Bogatov,828629
Pastukhov/Hudyakov,828630
Pastukhov/Hudyakov,829187
Kostyukhin/Bykanov,829188
Michalovicova/Cizmarova,829533
Basta/Tesic,829658
Tatic/Galetin,829659
Wutzl/Leeb,830380
Wutzl/Leeb,830381
Eglseer/Koraimann F.,830382
Casadei/Ficosecco,830565
Casadei/Ficosecco,830566
Cicolari/Menegatti,830605
Giombini/Rosso,830606
Marinov/Latunov,830607
Marinov/Latunov,830608
Korolev/Alfimov,831099
Anosov/Ermishenkov,831100
Bansley/Maloney,832059
Murat G./Sahin,832687
Murat G./Sahin,832688
Murat G./Sahin,832689
Murat G./Sahin,832690
Murat G./Sahin,832691
Murat G./Sahin,832692
Oliveira/Tawhid,832789
Hansson/Nilsson,832790
Barsuk/Vozakova,832791
Ukolova/Birlova,832792
Giordano/Larche,832793
Giaoui/Benhamou,832794
Kraskura/Ragozina,832795
Van der Hoeven/van der Vlist,832796
Meppelink/Wesselink,832797
Minusa/Jursone,832798
Semenov/Koshkarev,833131
Bogatov/Prokopiev,833132
Likholetov/Koshkarev,833133
Semenov/Prokopiev,833134
Dugrip/Salvetti,833135
Cès A./Cès K.,833136
Gooding/Weaver,833137
Gabathuler/Schnider,833138
Grotowski/Garcia-Thompson,833139
Neshev/Dimov,833140
Hadzhiev/Raev,833141
Heuscher/Bellaguarda,833142
Plavins/Smedins,833143
Samoilovs/Sorokins,833144
Abalakina/Markova LIPATOVA,833221
Sorokina/Dabizha,833222
Gorbunova/Shvedova,833223
Coucke/van Walle,833224
Coucke/van Walle,833226
Coucke/van Walle,833227
Baltacioglu/Kavuzlu,833228
Baltacioglu/Kavuzlu,833229
Baltacioglu/Kavuzlu,833230
Baltacioglu/Kavuzlu,833231
Baltacioglu/Kavuzlu,833232
Baltacioglu/Kavuzlu,833233
Aleksejev/Petrov,833234
Roubanis/Papageorgiou,833292
Grycova/Liskova,833399
Wallinger/Andessner,833400
Novakova/Tobiasova,833401
Graessli/Goricanec,833402
Skalnikova/Hajeckova,833403
Pemmer/Deutsch,833404
Dumbauskaite/Paulikiene,833405
Cavalluzzi/Foniciello,833406
Williams/Hermannova,833407
Frank/Zidova,833408
Pemmer/Klopf,833409
Niemc/Bednarek,833410
Magkanari/Metheniti,833411
Aulenbrock/Laboureur,833412
Meertens/de Vries,833413
Bratuhhina N./Bratuhhina P.,833414
Hansen/Berget,833415
Eritsland/Treland,833416
Bieneck/Großner,833417
Dinova/Angelova,833418
Rimser/Errath,833419
Stiekema/Braakman,833420
Teufl V./Swoboda S.,833421
Vorlova/Rehackova,833422
Gschweidl/Swoboda S.,833423
Wiatr/Wardak,833424
Michalovicova/Cizmarova,833425
Schwaiger D./Schwaiger St.,833426
Gernert/Walkenhorst,833427
Driessen/Moekotte,833428
Grawender/Yoken,833429
Hüttermann/Schumacher,833430
Pridalova N./Nestarcova,833431
Menon/Scardigno,833432
Liliana/Elsa,833433
Kongshavn/Aas,833434
Vodeb/Jakob,833435
Todorova/Tcholakova,833436
"Pokeršnik, J./Pokeršnik, D.",833649
Potocnik/Satler,833650
Varga/Patuc,833651
Bolsterlee/Lokerse,833652
Pulkkinen/Parviainen,833653
Patuc/Jany,833654
Lebl/Placek ,833655
Buchner/Schnetzer,833656
Sekerci/Gögtepe V.,833657
Murat G./Gögtepe H.,833658
Daldello/Ioppi,833659
Cavaliere/Zauli,833660
Wutzl/Leeb,833661
Vocskó/Horváth,833662
Basta/Tesic,833663
Ragfeldt/Ekbäck,833664
Eglseer/Koraimann F.,833665
Kolev/Yankov,833666
Rudol/Pelka,833667
Kaczmarek/Kosiak,833668
Szternel/Wojtasik,833669
Kantor/Łosiak,833670
Zsembrovszky/Molnár,833671
Kjemperud/Hellum,833672
Holtan/Wergeland,833673
Ikäheimonen/Maijala,833674
Pavlas/Svoboda,833675
Daalmeijer/Spil,833676
Vardai/Lelea,833677
"Kufa, R./Rotrekl",833678
Finsters/Solovejs,833679
"Kufa, D./Weiss",833680
Marco/García,833681
Baltacioglu/Kavuzlu,833682
Lenc/Pridal,833683
Aleksejev/Petrov,833684
Severis/Michail,833685
Hütthaler/Hitzenbichler,833686
"Huber, A./Seidl, R.",833687
Schmeckenbecher/Schneider,833688
Trentin/Garghella,833689
Galetin/Tatic,833690
Komar/Drapsin,833691
Antonic/Maric,833692
Hromadko/Salava,833693
Takács/Kaszap,833694
Popovych/Baranov,833695
Stiekema/Varenhorst,833696
Vismans S./van Laanen,833697
Hupfer/Moser H.,833698
Kunert/Koraimann T.,833699
Iemelianchyk/Gordieiev,833700
Babich/Ioisher,833701
Cavaliere/Baldasseroni,833702
Zauli/Bigarelli,833703
Menon/Scardigno,833704
Williams/Hermannova,833706
Williams/Hermannova,833707
Nicolai/Martino,833708
Nicolai/Martino,833709
Ingrosso M./Ingrosso P.,833710
Ingrosso M./Ingrosso P.,833711
Lupo/Tomatis,833712
Lupo/Tomatis,833713
Giombini/Rosso,833714
"Orsi Toth, V./Benazzi",833715
Schifferle-Walser/Kaiser,833716
Gahr/von Deichmann,833718
Lenc/Hadrava,833722
Lenc/Hadrava,833723
MacTavish/Rodrigue,833724
Kjemperud/Hellum,833725
Maskovits/Abrudan,833726
Mehedinteanu/Bala,833727
Lelea/Lung,833728
Andrei Mircea/Ghimes,833729
Cosmin/Draghici,833730
Alexandru/Manole,833731
Jovic/Markovic,833732
Lenc/Hadrava,833733
Lenc/Hadrava,833734
Marco/García,833735
Armeanu/Vlad,833736
Oprisan/Cojocaru,833737
Hüttermann/Schumacher,833738
Hüttermann/Schumacher,833739
Pujky/Popa A.,833740
Farcas/Hupoiu,833741
Horrem/Hordvik,833742
Horrem/Hordvik,833743
Horrem/Hordvik,833744
Horrem/Hordvik,833745
Quadt/Strasser,833746
Retterholt/Bergheim,833747
Retterholt/Bergheim,833748
Retterholt/Bergheim,833749
Retterholt/Bergheim,833750
Holtan/Wergeland,833751
Frida/Aleman,833752
Nammanda/Alice,833753
Graumann/Anu,833757
Graumann/Anu,833758
Sousa/Bruno,833759
Sousa/Bruno,833760
Sousa/Bruno,833761
Lamprinos/Sakoglou,833766
Maijala/Seppänen,833767
Haavisto/Vahela,833768
Zonzini M./Lazzarini,833769
Brunner/Mäder,833771
"Soderberg/Hoyer, A.",833773
"Soderberg/Hoyer, A.",833774
Hromadko/Salava,833775
Hromadko/Salava,833776
Hromadko/Salava,833777
Hromadko/Provaznik,833778
Pajijie/Aketch,833780
Gerson/Kissling G.,833783
Braakman/Stiekema,833784
Sinnema/Wiltens,833785
Broder/Voth,833786
Atouil/Fanid,833789
Ettayafi/Zeroual,833790
Boukhar/Oughdach,833791
Bouchaoui/Akazou,833792
Landim/Reis,833793
Da Luz/Martins,833794
Pio Lopes/Monteiro,833795
Delgado/Correia,833796
Lopez/Aleman,833798
Cicola/Vanni,833799
Cicola/Vanni,833800
Cicola/Vanni,833801
Berezin/Korolev,833802
Idjilov/Arabadji,833804
Todorova/Tcholakova,833806
Todorova/Tcholakova,833807
Namata/Ikomolot,833808
Olsen/Pilgaard,833810
Wutzl/Leeb,833812
Jaani/Vesik,833813
Kais Ka./Kais Kr.,833814
Kaczmarek/Walkenhorst,833815
Kaczmarek/Walkenhorst,833816
Kaczmarek/Walkenhorst,833817
Kaczmarek/Walkenhorst,833818
Kaczmarek/Walkenhorst,833821
Forrer/Vergé-Dépré A.,833822
Driessen/Boerhave,833823
"Fabjan/Fabjan, S.",833824
Wojtasik/Szternel,833829
Wojtasik/Szternel,833830
Erdmann/Matysik,833831
Erdmann/Matysik,833832
Kelly/Kleverlaan,833833
Kelly/Kleverlaan,833834
Kleverlaan/Kelly,833835
Kelly/Kleverlaan,833836
Kelly/Kleverlaan,833837
Kelly/Kleverlaan,833838
Romashkin/Hudyakov,833839
Semenov/Koshkarev,833840
Prokopiev/Bogatov,833841
Likholetov/Pastukhov,833842
Larissa/Juliana,833843
Talita/Maria Antonelli,833844
Maria Clara/Carol,833845
Cunha/Taiana Lima,833846
Eglseer/Koraimann F.,833847
Eglseer/Koraimann F.,833848
Hunkus/Lowe,833849
Hunkus/Lowe,833850
Scott/Hyden,833851
Keenan/Patterson,833852
Akers/Branagh,833853
Hochevar/Rutledge,833855
Nikolaidou/Dilaveri,833856
Gunnarsson/Brinkborg,833857
Folguera/Salvador,833858
Folguera/Salvador,833859
Folguera/Salvador,833860
Kisic/Teodorovic,833862
Dabizha/Sorokina,833863
Ryabova/Dyachuk,833864
Ukolova/Birlova,833865
Barsuk/Vozakova,833866
Ryabova/Ushkova,833867
Pastukhov/Sokolov,833868
Gkotzi/Nastou,833869
Böckermann/Urbatzka,833870
Kaczmarek/Walkenhorst,833871
Basta/Tesic,833872
Tatic/Galetin,833873
Antonic/Maric,833874
Markovic/Jovic,833875
Chatzivasileiou/Orfanidou,833876
Natrins Dav./Antoms,833877
Benvenuti/De Luigi,833878
Bratuhhina N./Bratuhhina P.,833879
Bratuhhina N./Bratuhhina P.,833880
Bratuhhina N./Bratuhhina P.,833881
Anu/Graumann,833882
Anu/Graumann,833883
Anu/Graumann,833884
Anu/Graumann,833885
Moiseeva/Syrtseva,833886
Dugrip/Salvetti,833887
Siso/Angelov,833888
Potocnik/Satler,833889
"Kufa, R./Rotrekl",833890
Aleksejev/Petrov,833891
Kirienko/Uraikin,833892
Lord/Miedzybrodzki,833894
Lord/Miedzybrodzki,833895
Lord/Miedzybrodzki,833896
Lord/Miedzybrodzki,833897
Lord/Miedzybrodzki,833898
Lord/Miedzybrodzki,833899
Lord/Miedzybrodzki,833900
"Baburina/Makhno, In.",833901
Sereda/Aghakishiyeva,833902
Nyass/Njie,833903
Da Luz/Martins,833904
Ettayafi/Zeroual,833905
S. Kamara/Bassie,833906
M. Kamara/Bangura,833907
Petkov/Stoykov,833908
Hyttinen/Lahti,833911
Nyström Er./Lehtonen,833912
Isailovic/Blagojevic,833913
Matic/Matic,833914
Kuvichka/Bolgov,833918
Safonov/Pryma,833919
Korolev/Alfimov,833920
Iordanou/Leonidou,833921
Maia/Soares,833923
Smedins T./Caics,833924
Smedins T./Caics,833925
Marinov/Latunov,833926
Akers/Branagh,833927
Cavaliere/Zauli,833928
Casadei/Ficosecco,833929
Keenan/Patterson,833930
Keenan/Patterson,833932
Klemperer/Koreng,833933
Klemperer/Koreng,833934
Horvath/Nemec R.,833935
Daalmeijer/Spil,833936
Daalmeijer/Spil,833937
Daalmeijer/Spil,833938
Dumbauskaite/Paulikiene,833941
Summer/Day,833942
McGuire/Day,833943
Dyachenko/Sidorenko,833944
Dyachenko/Sidorenko,833945
Dyachenko/Sidorenko,833946
Kuleshov/Yakovlev,833947
Kuleshov/Yakovlev,833948
Kuleshov/Yakovlev,833949
Mashkova/Tsimbalova,833950
Mashkova/Tsimbalova,833951
Mashkova/Tsimbalova,833952
Mashkova/Tsimbalova,833953
M.Pilipenko/Samalikova,833955
Tychnova/Nakladalova,833961
Baser/Aktas,833962
Deroey/Urnaut,833963
Fernandez/Zorrilla,833964
Fernandez/Batallan-Garzón,833965
Sekerci/Gögtepe V.,833966
Menon/Scardigno,833967
Redmann/Saxton,833968
Redmann/Saxton,833969
Redmann/Saxton,833970
Reader/Schalk,833971
Reader/Schalk,833972
Reader/Schalk,833973
Hatch/Schachter,833974
Binstock/Van Huizen,833975
Binstock/Van Huizen,833976
Binstock/Van Huizen,833977
Humana-Paredes/O'Gorman,833978
Lessard/Martin,833979
Lessard/Martin,833980
Lessard/Martin,833981
Bansley/Maloney,833982
Bansley/Maloney,833983
Bansley/Maloney,833984
MacTavish/Rodrigue,833985
MacTavish/Rodrigue,833986
MacTavish/Rodrigue,833987
Broder/Voth,833988
Savoie/Rancourt,833989
Cowley/Mingay,833990
Cross/Whitaker,833991
"O'Dea, S./O'Dea B.",833992
Oliveira/Tawhid,833993
Kjemperud/Hellum,833994
Kjemperud/Hellum,833995
Kjemperud/Hellum,833996
Kjemperud/Hellum,833997
Kjemperud/Hellum,833998
"Kufa, R./Rotrekl",833999
"Kufa, R./Rotrekl",834000
"Kufa, R./Rotrekl",834001
"Kufa, R./Rotrekl",834002
Vergé-Dépré A./Forrer,834003
Vergé-Dépré A./Forrer,834004
Allaire/Plantinga,834237
Nusbaum/Pedlow,834238
Mäder/Forrer,834355
Stepanova/Yarzutkina,834356
Rastykus/Alova,834357
Przybylak/Bekier,834358
Kozinska/Wawrzynczyk,834359
Wardak/Wiatr,834360
Wojtasik/Szternel,834361
Kantor/Łosiak,834362
Rudol/Kosiak,834363
Popek/Wieczorek,834365
Fecteau-Boutin/Wheelan,834424
Cuillerier/Lague,834425
Martin/Schaerli,834426
Galeano/Ojeda Dapiaggi,834427
Galeano/Ojeda Dapiaggi,834428
Galeano/Ojeda Dapiaggi,834429
Brouwer/Meeuwsen,834546
Varenhorst/Stiekema,834547
Hansel B./Montagnolli,834606
"Huber, A./Seidl, R.",834607
"Huber, A./Seidl, R.",834608
Wutzl/Leeb,834609
Buchner/Schnetzer,834610
Lohmann/Schröder,834611
Hrytsyuk/Basanova,835192
Ancsin/Lakatos,835193
Isomaki/Lahtela,835194
Romashkin/Hudyakov,835195
Malinova/Filipova,835196
Kolev/Nikolov,835197
Hasegawa/Inoue,835199
Secka/Janko,835432
Nyass/Jatta,835433
Kujabi/Sawaneh,835434
Tambedou/Joof,835435
Nyass/Jatta,835436
Semenov/Koshkarev,835495
Prokopiev/Bogatov,835496
Hinchey/Vandenburg,835671
Billings/Vlcek,835672
Holtan/Wergeland,835847
Holtan/Wergeland,835848
Casadei/Ficosecco,836023
Casadei/Ficosecco,836024
Casadei/Ficosecco,836025
Giombini/Rosso,836026
Giombini/Rosso,836027
Pastukhov/Hudyakov,836086
Jallos/Phillips,836087
Sara/Andrea,836320
Fanella/Campanari,836496
Fanella/Campanari,836497
Birlova/Ukolova,836498
Barsuk/Vozakova,836499
Syrtseva/Ushkova,836500
Asao/Matsuyama,836501
Oude Elferink/Paulides,836502
May/Schachter,836619
May/Schachter,836620
Séguin/Surprenant,836969
Li Yuk Lo/Rigobert,836970
Summer/Roenicke,836971
Kolocova/Slukova,837204
Bissig/Beyeler,837205
Maia/Rosas,837206
"Sutter, A./Sutter, R.",837207
Hupfer/Moser H.,837208
Vismans S./van Laanen,837209
Brouwer/Meeuwsen,837210
Stiekema/Varenhorst,837211
Popovych/Baranov,837212
Takács/Kaszap,837213
Deroey/Urnaut,837214
Fölmli/Lier,837215
Lenc/Pridal,837216
Marco/García,837217
"Kufa, D./Weiss",837218
"Kufa, R./Rotrekl",837219
Zsembrovszky/Molnár,837220
Mopman/van den Outenaar,837221
Daldello/Ioppi,837222
Wutzl/Leeb,837223
Murat G./Sahin,837224
Sekerci/Gögtepe V.,837225
"Kovatsch/Kissling, J.",837226
"Hoyer, S./Due",837227
"Huber, A./Seidl, R.",837228
Salava/Hromadko,837229
Smedins T./Caics,837230
Baltacioglu/Kavuzlu,837231
Tichy/Dumek,837232
Kunert/Koraimann T.,837233
Casadei/Ficosecco,837234
Mehedinteanu/Bala,837235
Maskovits/Abrudan,837236
Andrei Mircea/Ghimes,837237
Neshev/Dimov,837238
Naranjo Hernandez/Gutiérrez,837239
Kolev/Yankov,837240
Holtan/Wergeland,837241
Retterholt/Bergheim,837242
"Dollinger, A./Stiel",837243
Eglseer/Koraimann F.,837244
Verschueren/Frankart,837245
Lelea/Vardai,837246
Kjemperud/Hellum,837247
Hertwig/Boissiere,837248
Kaczmarek/Walkenhorst,837249
Dittelbach/Drößler,837250
Bakumovski/Rohde,837251
Daguerre/Daguerre,837252
Gagliano/Lacombe,837253
Porcellini/Oligeri,837254
Böckermann/Urbatzka,837255
Haavisto/Vahela,837256
Daalmeijer/Spil,837257
Horrem/Hordvik,837258
Jadot F./Jadot C.,837259
Hoidalen/Eithun,837260
Cavaliere/Zauli,837261
Bruno/Fernando,837262
Summer/Roenicke,837263
Holtwick/Semmler,837264
Grimalt E./Grimalt M.,837265
Grimalt E./Grimalt M.,837266
Guillermo/Yussef,837267
Guillermo/Yussef,837268
"Hoyer, S./Hansen",837269
Ukolova/Birlova,837270
Nicolai/Martino,837271
Ingrosso M./Ingrosso P.,837272
Barsuk/Vozakova,837273
Lupo/Tomatis,837274
Lupo/Tomatis,837275
Birlova/Ukolova,837276
Barsuk/Vozakova,837277
Syrtseva/Ushkova,837278
Ukolova/Birlova,837279
Ukolova/Birlova,837280
Ukolova/Birlova,837281
Barsuk/Vozakova,837282
Barsuk/Vozakova,837283
Barsuk/Vozakova,837284
Syrtseva/Ushkova,837285
Syrtseva/Ushkova,837286
Syrtseva/Ushkova,837287
Cavaliere/Zauli,837288
van der Vlist/Mooren,837289
Ndamukunda/Mbonyuwontuma,837291
Brunner/Sciarini,837292
Kwizera/Mutesi,837293
Quadt/Strasser,837294
Quadt/Strasser,837295
Quadt/Strasser,837296
Quadt/Strasser,837297
"Huber, A./Seidl, R.",837298
"Huber, A./Seidl, R.",837299
"Huber, A./Seidl, R.",837300
"Huber, A./Seidl, R.",837301
Ekbäck/Ragfeldt,837302
"Jonsson, V./Jonsson, P.",837303
Kolev/Nikolov,837304
Wojtasik/Szternel,837305
Walkenhorst/Laboureur,837306
Gernert/Walkenhorst,837307
Murat G./Sahin,837308
Murat G./Sahin,837309
Murat G./Sahin,837310
Murat G./Sahin,837311
Murat G./Sahin,837312
Murat G./Sahin,837313
Sekerci/Gögtepe V.,837314
Sekerci/Gögtepe V.,837315
Borger/Büthe,837316
Ikauniece/Lece,837318
Cicolari/Menegatti,837319
Cicolari/Menegatti,837320
Boersma E./Spijkers,837321
Nummerdor/Schuil,837322
Li Yuk Lo/Rigobert,837323
Li Yuk Lo/Rigobert,837324
Li Yuk Lo/Rigobert,837325
Nadal/Seerungen,837326
Fijalek/Prudel,837327
Kadziola/Szalankiewicz,837328
Brzostek/Wojtasik,837329
Urban/Sowala,837330
Fijalek/Prudel,837331
Fijalek/Prudel,837332
Fijalek/Prudel,837333
Fijalek/Prudel,837335
Kadziola/Szalankiewicz,837337
Kadziola/Szalankiewicz,837338
Kadziola/Szalankiewicz,837339
Kantor/Łosiak,837340
Wesselink/Meppelink,837345
Rutledge/Hochevar,837346
Rutledge/Hochevar,837347
Rutledge/Hochevar,837348
Kessy/April,837349
Kessy/April,837350
Day/McGuire,837351
Papageorgiou/Roubanis,837352
Papageorgiou/Roubanis,837353
Papageorgiou/Roubanis,837354
Papageorgiou/Roubanis,837355
Papageorgiou/Roubanis,837356
Papageorgiou/Roubanis,837357
Papageorgiou/Roubanis,837358
Kjemperud/Hellum,837359
Curschmann/Laggner,837360
Kinder/Von Wietersheim,837361
Mbeha/Sikopo,837362
Mateus/Diehl,837363
Semenov/Koshkarev,837364
Semenov/Koshkarev,837365
Prokopiev/Bogatov,837366
Prokopiev/Bogatov,837367
Likholetov/Pastukhov,837368
Likholetov/Pastukhov,837369
Pastukhov/Sokolov,837370
Pastukhov/Sokolov,837371
Pastukhov/Bogatov,837372
Pastukhov/Bogatov,837373
Rimser/Swoboda S.,837374
Rimser/Errath,837376
Rimser/Errath,837377
Csrnko S./Csrnko T.,837378
Csrnko S./Csrnko T.,837379
Przybylak/Bekier,837380
Pilarek/Gancarczyk,837381
Chizema/Katemanyoka,837383
Nyashadzashe/Mukandi,837384
Dhlomo/Manyanya,837385
Mbiza/Muchaoona,837386
Hupfer/Moser H.,837387
Akers/Branagh,837388
"O'Dea, E./O'Dea, S.",837389
"O'Dea, E./O'Dea, S.",837390
Dumek/Tichy,837391
Meertens/de Vries,837392
Forrer/Mäder,837393
Coucke/van Walle,837394
Graessli/Goricanec,837395
Heuscher/Bellaguarda,837396
Bogatov/Barsuk,837397
Bogatov/Barsuk,837398
Yutvalin/Barsuk,837399
Yutvalin/Barsuk,837400
Massaquoi/Pritchard,837401
Gibson/Koiwu,837402
Kongshavn/Solvoll,837403
Ellis/Kotembedouno,837404
Kamano/Kotembedouno,837405
Kamano/Diallo,837406
Bangoura/Chaloub,837407
Kamano/Keita,837408
S. Kamara/Bangura,837409
sierra leone/Samura,837410
Amara/Kamara,837411
Kargbo/Lansana,837412
Abdou Lakhat/Pape Madior,837413
Avona/El Hadj Madio,837414
Diagne/Sall,837415
Dagosta/Gaye,837416
Silva Portal/Correia,837417
Imbessi/Correia,837418
Dosantos/Silva,837419
Faty/Batista,837420
Peçen/Erdogmus,837421
Soares/Tovela,837422
Chongo/Cossa,837423
Macamo/Acacio,837424
A. Cumbi/R. Cumbi,837425
Meertens/Boerhave,837426
