no,code,name,bracket,NoTournament_id
93993,II,Round 2,W,6546
93994,III,Round 3,W,6546
94004,PA,Pool A,A,6546
94005,PB,Pool B,B,6546
94006,PC,Pool C,C,6546
94007,PD,Pool D,D,6546
94008,R12,Round of 12,W,6546
94009,QF,Quarterfinals,W,6546
94010,SF,Semifinals,S,6546
94011,F3,Final 3rd Place,F,6546
94012,F1,Final 1st Place,F,6546
94024,I,Round 1,W,6406
94025,II,Round 2,W,6406
94030,PA,Pool A,A,6346
94031,PB,Pool B,B,6346
94032,PC,Pool C,C,6346
94033,PD,Pool D,D,6346
94034,PE,Pool E,E,6346
94035,PF,Pool F,F,6346
94036,PG,Pool G,G,6346
94037,PH,Pool H,H,6346
94038,R24,Round of 24,W,6346
94039,R16,Round of 16,W,6346
94040,C25-29,Classification 25-29,L,6346
94041,C17-21,Classification 17-21,L,6346
94042,C9-13,Classification 9-13,L,6346
94043,QF,Quarterfinals,W,6346
94044,LQF,Loser Quarterfinals,W,6346
94045,SF,Semifinals,S,6346
94046,F7,Final 7th Place,F,6346
94047,F5,Final 5rd Place,F,6346
94048,F3,Final 3rd Place,F,6346
94049,F1,Final 1st Place,F,6346
94054,I,Round 1,W,6472
94055,II,Round 2,W,6472
94056,I,Round 1,W,6473
94057,II,Round 2,W,6473
94058,I,Round 1,W,6407
94059,II,Round 2,W,6407
94060,PA,Pool A,A,6345
94061,PB,Pool B,B,6345
94062,PC,Pool C,C,6345
94063,PD,Pool D,D,6345
94064,PE,Pool E,E,6345
94065,PF,Pool F,F,6345
94066,PG,Pool G,G,6345
94067,PH,Pool H,H,6345
94068,R24,Round of 24,W,6345
94069,R16,Round of 16,W,6345
94070,C25-29,Classification 25-29,L,6345
94071,C17-21,Classification 17-21,L,6345
94072,C9-13,Classification 9-13,L,6345
94073,QF,Quarterfinals,W,6345
94074,LQF,Loser Quarterfinals,W,6345
94075,SF,Semifinals,S,6345
94076,F7,Final 7th Place,F,6345
94077,F5,Final 5rd Place,F,6345
94078,F3,Final 3rd Place,F,6345
94079,F1,Final 1st Place,F,6345
94094,PA,Pool A,A,6665
94095,PB,Pool B,B,6665
94096,PC,Pool C,C,6665
94097,PD,Pool D,D,6665
94098,PE,Pool E,E,6665
94099,PF,Pool F,F,6665
94100,PG,Pool G,G,6665
94101,PH,Pool H,H,6665
94102,R24,Round of 24,W,6665
94103,R16,Round of 16,W,6665
94104,QF,Quarterfinals,W,6665
94105,SF,Semifinals,S,6665
94106,F3,Final 3rd Place,F,6665
94107,F1,Final 1st Place,F,6665
94117,PA,Pool A,A,6701
94118,PB,Pool B,B,6701
94119,PC,Pool C,C,6701
94120,PD,Pool D,D,6701
94121,R12,Round of 12,W,6701
94122,QF,Quarterfinals,W,6701
94123,SF,Semifinals,S,6701
94124,F3,Final 3rd Place,F,6701
94125,F1,Final 1st Place,F,6701
94126,PA,Pool A,A,6600
94127,PB,Pool B,B,6600
94128,PC,Pool C,C,6600
94129,PD,Pool D,D,6600
94130,PE,Pool E,E,6600
94131,PF,Pool F,F,6600
94132,PG,Pool G,G,6600
94133,PH,Pool H,H,6600
94134,PI,Pool I,I,6600
94135,PJ,Pool J,J,6600
94136,PO,Playoff,W,6600
94137,PA,Pool A,A,6600
94138,PB,Pool B,B,6600
94139,PC,Pool C,C,6600
94140,PD,Pool D,D,6600
94141,C9/11,Classification 9/11,L,6600
94142,QF,Quarterfinals,W,6600
94143,SF,Semifinals,S,6600
94144,F1,Final 1st Place,F,6600
94145,PA,Pool A,A,6655
94146,PB,Pool B,B,6655
94147,PC,Pool C,C,6655
94148,PD,Pool D,D,6655
94149,QF,Quarterfinals,W,6655
94150,SF,Semifinals,S,6655
94151,F1,Final 1st Place,F,6655
94154,PA,Pool A,A,6601
94155,PB,Pool B,B,6601
94156,PC,Pool C,C,6601
94157,PD,Pool D,D,6601
94158,PE,Pool E,C,6601
94159,PF,Pool F,D,6601
94160,PO,Playoff,W,6601
94169,PA,Pool A,A,6601
94170,PB,Pool B,B,6601
94171,PC,Pool C,C,6601
94172,PD,Pool D,D,6601
94173,C9/11,Classification 9/11,L,6601
94174,QF,Quarterfinals,W,6601
94175,SF,Semifinals,S,6601
94176,F1,Final 1st Place,F,6601
94177,PA,Pool A,A,6602
94178,PB,Pool B,B,6602
94179,PC,Pool C,C,6602
94180,PD,Pool D,D,6602
94181,PE,Pool E,E,6602
94182,PF,Pool F,F,6602
94183,PG,Pool G,G,6602
94184,PH,Pool H,H,6602
94185,PI,Pool I,I,6602
94186,PJ,Pool J,J,6602
94187,PO,Playoff,W,6602
94188,PA,Pool A,A,6406
94189,PB,Pool B,B,6406
94190,PC,Pool C,C,6406
94191,PD,Pool D,D,6406
94192,PE,Pool E,E,6406
94193,PF,Pool F,F,6406
94194,R18,Round of 18,W,6406
94195,R16,Round of 16,W,6406
94196,QF,Quarterfinals,W,6406
94197,SF,Semifinals,S,6406
94198,F3,Final 3rd Place,F,6406
94199,F1,Final 1st Place,F,6406
94200,PA,Pool A,A,6472
94201,PB,Pool B,B,6472
94202,PC,Pool C,C,6472
94203,PD,Pool D,D,6472
94204,R12,Round of 12,W,6472
94205,QF,Quarterfinals,W,6472
94206,SF,Semifinals,S,6472
94207,F3,Final 3rd Place,F,6472
94208,F1,Final 1st Place,F,6472
94209,PA,Pool A,A,6473
94210,PB,Pool B,B,6473
94211,PC,Pool C,C,6473
94212,PD,Pool D,D,6473
94213,R12,Round of 12,W,6473
94214,QF,Quarterfinals,W,6473
94215,SF,Semifinals,S,6473
94216,F3,Final 3rd Place,F,6473
94217,F1,Final 1st Place,F,6473
94218,PA,Pool A,A,6407
94219,PB,Pool B,B,6407
94220,PC,Pool C,C,6407
94221,PD,Pool D,D,6407
94222,PE,Pool E,E,6407
94223,PF,Pool F,F,6407
94224,R18,Round of 18,W,6407
94225,R16,Round of 16,W,6407
94226,QF,Quarterfinals,W,6407
94227,SF,Semifinals,S,6407
94228,F3,Final 3rd Place,F,6407
94229,F1,Final 1st Place,F,6407
94230,PA,Pool A,A,6654
94231,PB,Pool B,B,6654
94232,PC,Pool C,C,6654
94233,PD,Pool D,D,6654
94234,QF,Quarterfinals,W,6654
94235,SF,Semifinals,S,6654
94236,F1,Final 1st Place,F,6654
94237,PA,Pool A,A,6637
94238,PB,Pool B,B,6637
94239,PC,Pool C,C,6637
94240,PD,Pool D,D,6637
94241,QF,Quarterfinals,W,6637
94242,SF,Semifinals,S,6637
94243,F3,Final 3rd Place,F,6637
94244,F1,Final 1st Place,F,6637
94245,PA,Pool A,A,6636
94246,PB,Pool B,B,6636
94247,PC,Pool C,C,6636
94248,PD,Pool D,D,6636
94249,QF,Quarterfinals,W,6636
94250,SF,Semifinals,S,6636
94251,F3,Final 3rd Place,F,6636
94252,F1,Final 1st Place,F,6636
94253,PA,Pool A,A,6569
94254,PB,Pool B,B,6569
94255,PC,Pool C,C,6569
94256,PD,Pool D,D,6569
94257,QF,Quarterfinals,W,6569
94258,SF,Semifinals,S,6569
94259,F3,Final 3rd Place,F,6569
94260,F1,Final 1st Place,F,6569
94261,PA,Pool A,A,6568
94262,PB,Pool B,B,6568
94263,PC,Pool C,C,6568
94264,PD,Pool D,D,6568
94265,QF,Quarterfinals,W,6568
94266,SF,Semifinals,S,6568
94267,F3,Final 3rd Place,F,6568
94268,F1,Final 1st Place,F,6568
94269,PA,Pool A,A,6571
94270,PB,Pool B,B,6571
94271,PC,Pool C,C,6571
94272,PD,Pool D,D,6571
94273,QF,Quarterfinals,W,6571
94274,SF,Semifinals,S,6571
94275,F3,Final 3rd Place,F,6571
94276,F1,Final 1st Place,F,6571
94286,PA,Pool A,A,6570
94287,PB,Pool B,B,6570
94288,PC,Pool C,C,6570
94289,PD,Pool D,D,6570
94290,QF,Quarterfinals,W,6570
94291,SF,Semifinals,S,6570
94292,F3,Final 3rd Place,F,6570
94293,F1,Final 1st Place,F,6570
94294,PA,Pool A,A,6603
94295,PB,Pool B,B,6603
94296,PC,Pool C,C,6603
94297,PD,Pool D,D,6603
94298,PE,Pool E,C,6603
94299,PF,Pool F,D,6603
94300,PO,Playoff,W,6603
94301,PA,Pool A,A,6554
94302,PB,Pool B,B,6554
94303,PC,Pool C,C,6554
94304,PD,Pool D,D,6554
94305,R12,Round of 12,W,6554
94306,QF,Quarterfinals,W,6554
94307,SF,Semifinals,S,6554
94308,F3,Final 3rd Place,F,6554
94309,F1,Final 1st Place,F,6554
94310,I,Round 1,W,6667
94311,II,Round 2,W,6667
94312,R17,Losers are ranked 17th,L,6667
94313,III,Round 3,W,6667
94314,R13,Losers are ranked 13th,L,6667
94315,R9,Losers are ranked 9th,L,6667
94316,IV,Round 4,W,6667
94317,R7,Losers are ranked 7th,L,6667
94318,R5,Losers are ranked 5th,L,6667
94319,SF,Semifinals,S,6667
94320,F3,Final 3rd Place,F,6667
94321,F1,Final 1st Place,F,6667
94322,I,Round 1,W,6724
94323,II,Round 2,W,6724
94324,R13,Loser are ranked 13th,L,6724
94325,R9,Loser are ranked 9th,L,6724
94326,III,Round 3,W,6724
94327,R7,Loser are ranked 7th,L,6724
94328,R5,Loser are ranked 5th,L,6724
94329,SF,Semifinals,W,6724
94330,F3,Final 3rd Place,F,6724
94331,F1,Final 1st Place,F,6724
94332,I,Round 1,W,6725
94333,II,Round 2,W,6725
94334,R13,Loser are ranked 13th,L,6725
94335,R9,Loser are ranked 9th,L,6725
94336,III,Round 3,W,6725
94337,R7,Loser are ranked 7th,L,6725
94338,R5,Loser are ranked 5th,L,6725
94339,SF,Semifinals,W,6725
94340,F3,Final 3rd Place,F,6725
94341,F1,Final 1st Place,F,6725
94342,I,Round 1,W,6744
94343,II,Round 2,W,6744
94344,R13,Loser are ranked 13th,L,6744
94345,R9,Loser are ranked 9th,L,6744
94346,III,Round 3,W,6744
94347,R7,Loser are ranked 7th,L,6744
94348,R5,Loser are ranked 5th,L,6744
94349,SF,Semifinals,W,6744
94350,F3,Final 3rd Place,F,6744
94351,F1,Final 1st Place,F,6744
94352,I,Round 1,W,6743
94353,II,Round 2,W,6743
94354,R13,Loser are ranked 13th,L,6743
94355,R9,Loser are ranked 9th,L,6743
94356,III,Round 3,W,6743
94357,R7,Loser are ranked 7th,L,6743
94358,R5,Loser are ranked 5th,L,6743
94359,SF,Semifinals,W,6743
94360,F3,Final 3rd Place,F,6743
94361,F1,Final 1st Place,F,6743
94362,I,Round 1,W,6668
94363,II,Round 2,W,6668
94364,R17,Losers are ranked 17th,L,6668
94365,III,Round 3,W,6668
94366,R13,Losers are ranked 13th,L,6668
94367,R9,Losers are ranked 9th,L,6668
94368,IV,Round 4,W,6668
94369,R7,Losers are ranked 7th,L,6668
94370,R5,Losers are ranked 5th,L,6668
94371,SF,Semifinals,S,6668
94372,F3,Final 3rd Place,F,6668
94373,F1,Final 1st Place,F,6668
94374,PA,Pool A,A,6603
94375,PB,Pool B,B,6603
94376,PC,Pool C,C,6603
94377,PD,Pool D,D,6603
94378,C9/11,Classification 9/11,L,6603
94379,QF,Quarterfinals,W,6603
94380,SF,Semifinals,S,6603
94381,F1,Final 1st Place,F,6603
94382,PA,Pool A,A,6602
94383,PB,Pool B,B,6602
94384,PC,Pool C,C,6602
94385,PD,Pool D,D,6602
94386,C9/11,Classification 9/11,L,6602
94387,QF,Quarterfinals,W,6602
94388,SF,Semifinals,S,6602
94389,F1,Final 1st Place,F,6602
94390,PA,Pool A,A,6574
94391,PB,Pool B,B,6574
94392,PC,Pool C,C,6574
94393,PD,Pool D,D,6574
94394,QF,Quarterfinals,W,6574
94395,SF,Semifinals,S,6574
94396,F3,Final 3rd Place,F,6574
94397,F1,Final 1st Place,F,6574
94398,PA,Pool A,A,6575
94399,PB,Pool B,B,6575
94400,PC,Pool C,C,6575
94401,PD,Pool D,D,6575
94402,QF,Quarterfinals,W,6575
94403,SF,Semifinals,S,6575
94404,F3,Final 3rd Place,F,6575
94405,F1,Final 1st Place,F,6575
94415,PA,Pool A,A,6572
94416,PB,Pool B,B,6572
94417,PC,Pool C,C,6572
94418,PD,Pool D,D,6572
94419,R12,Round of 12,W,6572
94420,QF,Quarterfinals,W,6572
94421,SF,Semifinals,S,6572
94422,F3,Final 3rd Place,F,6572
94423,F1,Final 1st Place,F,6572
94424,PA,Pool A,A,6505
94425,PB,Pool B,B,6505
94426,PC,Pool C,C,6505
94427,PD,Pool D,D,6505
94428,R12,Round of 12,W,6505
94429,QF,Quarterfinals,W,6505
94430,SF,Semifinals,S,6505
94431,F3,Final 3rd Place,F,6505
94432,F1,Final 1st Place,F,6505
94433,PA,Pool A,A,6506
94434,PB,Pool B,B,6506
94435,PC,Pool C,C,6506
94436,PD,Pool D,D,6506
94437,R12,Round of 12,W,6506
94438,QF,Quarterfinals,W,6506
94439,SF,Semifinals,S,6506
94440,F3,Final 3rd Place,F,6506
94441,F1,Final 1st Place,F,6506
94493,I,Round 1,W,6696
94520,I,Round 1,W,6695
94546,PA,Pool A,A,6695
94547,PB,Pool B,B,6695
94548,PC,Pool C,C,6695
94549,PD,Pool D,D,6695
94550,PE,Pool E,E,6695
94551,PF,Pool F,F,6695
94552,PG,Pool G,G,6695
94553,PH,Pool H,H,6695
94554,R16,Round of 16,W,6695
94555,QF,Quarterfinals,W,6695
94556,SF,Semifinals,S,6695
94557,F3,Final 3rd Place,F,6695
94558,F1,Final 1st Place,F,6695
94561,I,Round 1,W,6528
94562,II,Round 2,W,6528
94563,PA,Pool A,A,6696
94564,PB,Pool B,B,6696
94565,PC,Pool C,C,6696
94566,PD,Pool D,D,6696
94567,I,Round 1,W,6696
94568,QF,Quarterfinals,W,6696
94569,SF,Semifinals,S,6696
94570,F3,Final 3rd Place,F,6696
94571,F1,Final 1st Place,F,6696
94572,I,Round 1,W,6527
94573,II,Round 2,W,6527
94576,I,Round 1,W,6408
94577,II,Round 2,W,6408
94578,I,Round 1,W,6409
94579,II,Round 2,W,6409
94582,I,Round 1,W,6475
94583,II,Round 2,W,6475
94584,I,Round 1,W,6474
94585,II,Round 2,W,6474
94586,PA,Pool A,A,6682
94587,PB,Pool B,B,6682
94588,PC,Pool C,C,6682
94589,PD,Pool D,D,6682
94590,R12,Round of 12,W,6682
94591,QF,Quarterfinals,W,6682
94592,SF,Semifinals,S,6682
94593,F3,Final 3rd Place,F,6682
94594,F1,Final 1st Place,F,6682
94630,PA,Pool A,A,6528
94631,PB,Pool B,B,6528
94632,PC,Pool C,C,6528
94633,PD,Pool D,D,6528
94634,R12,Round of 12,W,6528
94635,QF,Quarterfinals,W,6528
94636,SF,Semifinals,S,6528
94637,F3,Final 3rd Place,F,6528
94638,F1,Final 1st Place,F,6528
94639,PA,Pool A,A,6527
94640,PB,Pool B,B,6527
94641,PC,Pool C,C,6527
94642,PD,Pool D,D,6527
94643,R12,Round of 12,W,6527
94644,QF,Quarterfinals,W,6527
94645,SF,Semifinals,S,6527
94646,F3,Final 3rd Place,F,6527
94647,F1,Final 1st Place,F,6527
94648,PA,Pool A,A,6475
94649,PB,Pool B,B,6475
94650,PC,Pool C,C,6475
94651,PD,Pool D,D,6475
94652,R12,Round of 12,W,6475
94653,QF,Quarterfinals,W,6475
94654,SF,Semifinals,S,6475
94655,F3,Final 3rd Place,F,6475
94656,F1,Final 1st Place,F,6475
94669,PA,Pool A,A,6474
94670,PB,Pool B,B,6474
94671,PC,Pool C,C,6474
94672,PD,Pool D,D,6474
94673,R12,Round of 12,W,6474
94674,QF,Quarterfinals,W,6474
94675,SF,Semifinals,S,6474
94676,F3,Final 3rd Place,F,6474
94677,F1,Final 1st Place,F,6474
94678,PA,Pool A,A,6300
94679,PB,Pool B,B,6300
94680,PC,Pool C,C,6300
94681,PD,Pool D,D,6300
94682,QF,Quarterfinals,W,6300
94683,SF,Semifinals,S,6300
94684,F3,Final 3rd Place,F,6300
94685,F1,Final 1st Place,F,6300
94686,PA,Pool A,A,6299
94687,PB,Pool B,B,6299
94688,PC,Pool C,C,6299
94689,PD,Pool D,D,6299
94690,QF,Quarterfinals,W,6299
94691,SF,Semifinals,S,6299
94692,F3,Final 3rd Place,F,6299
94693,F1,Final 1st Place,F,6299
94694,PA,Pool A,A,6409
94695,PB,Pool B,B,6409
94696,PC,Pool C,C,6409
94697,PD,Pool D,D,6409
94698,PE,Pool E,E,6409
94699,PF,Pool F,F,6409
94700,R18,Round of 18,W,6409
94701,R16,Round of 16,W,6409
94702,QF,Quarterfinals,W,6409
94703,SF,Semifinals,S,6409
94704,F3,Final 3rd Place,F,6409
94705,F1,Final 1st Place,F,6409
94746,PA,Pool A,A,6408
94747,PB,Pool B,B,6408
94748,PC,Pool C,C,6408
94749,PD,Pool D,D,6408
94750,PE,Pool E,E,6408
94751,PF,Pool F,F,6408
94752,R18,Round of 18,W,6408
94753,R16,Round of 16,W,6408
94754,QF,Quarterfinals,W,6408
94755,SF,Semifinals,S,6408
94756,F3,Final 3rd Place,F,6408
94757,F1,Final 1st Place,F,6408
94789,I,Round 1,W,6495
94790,II,Round 2,W,6495
94793,I,Round 1,W,6494
94794,II,Round 2,W,6494
94825,PA,Pool A,A,6495
94826,PB,Pool B,B,6495
94827,PC,Pool C,C,6495
94828,PD,Pool D,D,6495
94829,R12,Round of 12,W,6495
94830,QF,Quarterfinals,W,6495
94831,SF,Semifinals,S,6495
94832,F3,Final 3rd Place,F,6495
94833,F1,Final 1st Place,F,6495
94834,PA,Pool A,A,6494
94835,PB,Pool B,B,6494
94836,PC,Pool C,C,6494
94837,PD,Pool D,D,6494
94838,R12,Round of 12,W,6494
94839,QF,Quarterfinals,W,6494
94840,SF,Semifinals,S,6494
94841,F3,Final 3rd Place,F,6494
94842,F1,Final 1st Place,F,6494
94843,PA,Pool A,A,6657
94844,PB,Pool B,B,6657
94845,PC,Pool C,C,6657
94846,PD,Pool D,D,6657
94847,QF,Quarterfinals,W,6657
94848,SF,Semifinals,S,6657
94849,F1,Final 1st Place,F,6657
94864,PA,Pool A,A,6656
94865,PB,Pool B,B,6656
94866,PC,Pool C,C,6656
94867,PD,Pool D,D,6656
94868,QF,Quarterfinals,W,6656
94869,SF,Semifinals,S,6656
94870,F1,Final 1st Place,F,6656
94871,PA,Pool A,A,6639
94872,PB,Pool B,B,6639
94873,PC,Pool C,C,6639
94874,PD,Pool D,D,6639
94875,I,Round 1,W,6639
94876,QF,Quarterfinals,W,6639
94877,SF,Semifinals,S,6639
94878,F3,Final 3rd Place,F,6639
94879,F1,Final 1st Place,F,6639
94889,PA,Pool A,A,6638
94890,PB,Pool B,B,6638
94891,PC,Pool C,C,6638
94892,PD,Pool D,D,6638
94893,I,Round 1,W,6638
94894,QF,Quarterfinals,W,6638
94895,SF,Semifinals,S,6638
94896,F3,Final 3rd Place,F,6638
94897,F1,Final 1st Place,F,6638
94904,I,Round 1,W,6682
94905,II,Round 2,W,6682
94926,PA,Pool A,A,6681
94927,PB,Pool B,B,6681
94928,PC,Pool C,C,6681
94929,PD,Pool D,D,6681
94930,PE,Pool E,E,6681
94931,PA,Pool A,A,6681
94932,PB,Pool B,B,6681
94933,PC,Pool C,C,6681
94934,PD,Pool D,D,6681
94935,R12,Round of 12,W,6681
94936,QF,Quarterfinals,W,6681
94937,SF,Semifinals,S,6681
94938,F3,Final 3rd Place,F,6681
94939,F1,Final 1st Place,F,6681
94948,PA,Pool A,A,6576
94949,PB,Pool B,B,6576
94950,PC,Pool C,C,6576
94951,PD,Pool D,D,6576
94952,QF,Quarterfinals,W,6576
94953,SF,Semifinals,S,6576
94954,F3,Final 3rd Place,F,6576
94955,F1,Final 1st Place,F,6576
94956,I,Round 1,W,6670
94957,II,Round 2,W,6670
94958,R17,Losers are ranked 17th,L,6670
94959,III,Round 3,W,6670
94960,R13,Losers are ranked 13th,L,6670
94961,R9,Losers are ranked 9th,L,6670
94962,IV,Round 4,W,6670
94963,R7,Losers are ranked 7th,L,6670
94964,R5,Losers are ranked 5th,L,6670
94965,SF,Semifinals,S,6670
94966,F3,Final 3rd Place,F,6670
94967,F1,Final 1st Place,F,6670
94982,PA,Pool A,A,6669
94983,PB,Pool B,B,6669
94984,PC,Pool C,C,6669
94985,PD,Pool D,D,6669
94986,PE,Pool E,E,6669
94987,PF,Pool F,F,6669
94988,PG,Pool G,G,6669
94989,PH,Pool H,H,6669
94990,R24,Round of 24,W,6669
94991,R16,Round of 16,W,6669
94992,QF,Quarterfinals,W,6669
94993,SF,Semifinals,S,6669
94994,F3,Final 3rd Place,F,6669
94995,F1,Final 1st Place,F,6669
94996,PA,Pool A,A,6577
94997,PB,Pool B,B,6577
94998,PC,Pool C,C,6577
94999,PD,Pool D,D,6577
95000,QF,Quarterfinals,W,6577
95001,SF,Semifinals,S,6577
95002,F3,Final 3rd Place,F,6577
95003,F1,Final 1st Place,F,6577
95097,PA,Pool A,A,6388
95098,PB,Pool B,B,6388
95099,PC,Pool C,C,6388
95100,QF,Quarterfinals,W,6388
95101,SF,Semifinals,S,6388
95102,F3,Final 3rd Place,F,6388
95103,F1,Final 1st Place,F,6388
95104,PA,Pool A,A,6389
95105,PB,Pool B,B,6389
95106,PC,Pool C,C,6389
95107,QF,Quarterfinals,W,6389
95108,SF,Semifinals,S,6389
95109,F3,Final 3rd Place,F,6389
95110,F1,Final 1st Place,F,6389
95169,PA,Pool A,A,6776
95170,PB,Pool B,B,6776
95171,PC,Pool C,C,6776
95172,PD,Pool D,D,6776
95173,C13/16,Classif. 13/16,L,6776
95174,C9/12,Classif. 9/12,L,6776
95175,QF,Quarterfinals,W,6776
95176,QFL,Quarterfinals Loser,L,6776
95177,SF,Semifinals,S,6776
95178,F15,Final 15th Place,F,6776
95179,F13,Final 13h Place,F,6776
95180,F11,Final 11th Place,F,6776
95181,F9,Final 9th Place,F,6776
95182,F7,Final 7th Place,F,6776
95183,F5,Final 5th Place,F,6776
95184,F3,Final 3rd Place,F,6776
95185,F1,Final 1st Place,F,6776
95226,I,Round 1,W,6712
95250,PA,Pool A,A,6777
95251,PB,Pool B,B,6777
95252,PC,Pool C,C,6777
95253,PD,Pool D,D,6777
95254,PE,Pool E,E,6777
95255,PF,Pool F,F,6777
95256,PG,Pool G,G,6777
95257,PH,Pool H,H,6777
95258,R16,Round of 16,W,6777
95259,R16L,Round of 16 Loser,L,6777
95260,C9/12,Classification 9-12,L,6777
95261,C13/16,Classification 13-16,L,6777
95262,QF,Quarterfinals,W,6777
95263,QFL,Quarterfinals Loser,L,6777
95264,SF,Semifinals,S,6777
95265,F15,Final 15th Place,F,6777
95266,F13,Final 13th Place,F,6777
95267,F11,Final 11th Place,F,6777
95268,F9,Final 9th Place,F,6777
95269,F7,Final 7th Place,F,6777
95270,F5,Final 5th Place,F,6777
95271,F3,Final 3rd Place,F,6777
95272,F1,Final 1st Place,F,6777
95275,I,Round 1,W,6534
95276,II,Round 2,W,6534
95277,I,Round 1,W,6361
95278,II,Round 2,W,6361
95279,I,Round 1,W,6360
95280,II,Round 2,W,6360
95283,I,Round 1,W,6533
95284,II,Round 2,W,6533
95287,PA,Pool A,A,6683
95288,PB,Pool B,B,6683
95289,PC,Pool C,C,6683
95290,PD,Pool D,D,6683
95291,R12,Round of 12,W,6683
95292,QF,Quarterfinals,W,6683
95293,SF,Semifinals,S,6683
95294,F3,Final 3rd Place,F,6683
95295,F1,Final 1st Place,F,6683
95306,I,Round 1,W,6683
95307,II,Round 2,W,6683
95308,PA,Pool A,A,6684
95309,PB,Pool B,B,6684
95310,PC,Pool C,C,6684
95311,PD,Pool D,D,6684
95312,R12,Round of 12,W,6684
95313,QF,Quarterfinals,W,6684
95314,SF,Semifinals,S,6684
95315,F3,Final 3rd Place,F,6684
95316,F1,Final 1st Place,F,6684
95317,I,Round 1,W,6684
95318,PA,Pool A,A,6361
95319,PB,Pool B,B,6361
95320,PC,Pool C,C,6361
95321,PD,Pool D,D,6361
95322,R12,Round of 12,W,6361
95323,QF,Quarterfinals,W,6361
95324,SF,Semifinals,S,6361
95325,F3,Final 3rd Place,F,6361
95326,F1,Final 1st Place,F,6361
95327,PA,Pool A,A,6360
95328,PB,Pool B,B,6360
95329,PC,Pool C,C,6360
95330,PD,Pool D,D,6360
95331,R12,Round of 12,W,6360
95332,QF,Quarterfinals,W,6360
95333,SF,Semifinals,S,6360
95334,F3,Final 3rd Place,F,6360
95335,F1,Final 1st Place,F,6360
95336,PA,Pool A,A,6534
95337,PB,Pool B,B,6534
95338,PC,Pool C,C,6534
95339,PD,Pool D,D,6534
95340,R12,Round of 12,W,6534
95341,QF,Quarterfinals,W,6534
95342,SF,Semifinals,S,6534
95343,F3,Final 3rd Place,F,6534
95344,F1,Final 1st Place,F,6534
95345,PA,Pool A,A,6533
95346,PB,Pool B,B,6533
95347,PC,Pool C,C,6533
95348,PD,Pool D,D,6533
95349,R12,Round of 12,W,6533
95350,QF,Quarterfinals,W,6533
95351,SF,Semifinals,S,6533
95352,F3,Final 3rd Place,F,6533
95353,F1,Final 1st Place,F,6533
95354,PA,Pool A,A,6713
95355,PB,Pool B,B,6713
95356,PC,Pool C,C,6713
95357,PD,Pool D,D,6713
95358,R12,Round of 12,W,6713
95359,QF,Quarterfinals,W,6713
95360,SF,Semifinals,S,6713
95361,F3,Final 3rd Place,F,6713
95362,F1,Final 1st Place,F,6713
95363,PA,Pool A,A,6712
95364,PB,Pool B,B,6712
95365,PC,Pool C,C,6712
95366,PD,Pool D,D,6712
95367,R12,Round of 12,W,6712
95368,QF,Quarterfinals,W,6712
95369,SF,Semifinals,S,6712
95370,F3,Final 3rd Place,F,6712
95371,F1,Final 1st Place,F,6712
95372,PA,Pool A,A,6536
95373,PB,Pool B,B,6536
95374,QF,QF,W,6536
95375,SF,Semifinals,S,6536
95376,F3,Final 3rd Place,F,6536
95377,F1,Final 1st Place,F,6536
95378,I,Round 1,W,6727
95379,II,Round 2,W,6727
95380,R13,Loser are ranked 13th,L,6727
95381,R9,Loser are ranked 9th,L,6727
95382,III,Round 3,W,6727
95383,R7,Loser are ranked 7th,L,6727
95384,R5,Loser are ranked 5th,L,6727
95385,SF,Semifinals,W,6727
95386,F3,Final 3rd Place,F,6727
95387,F1,Final 1st Place,F,6727
95492,I,Round 1,W,6671
95493,II,Round 2,W,6671
95494,R17,Losers are ranked 17th,L,6671
95495,III,Round 3,W,6671
95496,R13,Losers are ranked 13th,L,6671
95497,R9,Losers are ranked 9th,L,6671
95498,IV,Round 4,W,6671
95499,R7,Losers are ranked 7th,L,6671
95500,R5,Losers are ranked 5th,L,6671
95501,SF,Semifinals,S,6671
95502,F3,Final 3rd Place,F,6671
95503,F1,Final 1st Place,F,6671
95504,PA,Pool A,A,6613
95505,PB,Pool B,B,6613
95506,PC,Pool C,C,6613
95507,PD,Pool D,D,6613
95508,QF,Quarterfinals,W,6613
95509,SF,Semifinals,S,6613
95510,F3,Final 3rd Place,F,6613
95511,F1,Final 1st Place,F,6613
95512,PA,Pool A,A,6612
95513,PB,Pool B,B,6612
95514,PC,Pool C,C,6612
95515,PD,Pool D,D,6612
95516,QF,Quarterfinals,W,6612
95517,SF,Semifinals,S,6612
95518,F3,Final 3rd Place,F,6612
95519,F1,Final 1st Place,F,6612
95520,I,Round 1,W,6726
95521,II,Round 2,W,6726
95522,R13,Loser are ranked 13th,L,6726
95523,R9,Loser are ranked 9th,L,6726
95524,III,Round 3,W,6726
95525,R7,Loser are ranked 7th,L,6726
95526,R5,Loser are ranked 5th,L,6726
95527,SF,Semifinals,W,6726
95528,F3,Final 3rd Place,F,6726
95529,F1,Final 1st Place,F,6726
95530,PA,Pool A,A,6658
95531,PB,Pool B,B,6658
95532,QF,Quarterfinals,W,6658
95533,SF,Semifinals,S,6658
95534,F3,Final 3rd Place,F,6658
95535,F1,Final 1st Place,F,6658
95536,PA,Pool A,A,6659
